time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,roll_cf,pitch_cf,yaw_cf,roll_kf,pitch_kf,yaw_kf
2083,0.0935,0.1542,9.9147,0.2028,0.3582,-0.5614,28.9373,-8.3962,39.6485,-1.2109,0.2847,0.7503,-0.3168,0.77,0.0619
2094,-0.0791,-0.0709,9.807,1.0109,-0.525,1.5979,28.4453,-9.8124,40.2094,1.6803,-1.2957,-1.7959,0.8555,-0.154,-0.2012
2104,-0.0826,0.0107,9.74,0.5513,-0.2507,0.1871,29.0047,-12.1098,41.0609,-1.5363,-0.7395,0.5552,1.4543,0.4296,0.323
2117,-0.0293,-0.0446,9.8825,-0.3881,-0.1862,0.0378,30.2494,-10.8909,38.2585,-0.3197,-2.3221,0.1768,-0.8987,-0.0276,0.1047
2130,0.115,0.0726,9.7558,-0.5406,-0.7314,0.2065,29.2759,-9.9964,38.9672,1.2862,0.6245,-0.4283,-0.4836,-0.0111,0.7724
2141,-0.0102,-0.21,9.7324,-0.6068,0.6757,-0.0055,29.4587,-10.2438,39.802,-1.5827,-0.9002,-0.3343,-0.1936,-1.7203,2.4204
2153,0.1244,0.0339,9.8429,-1.3914,-0.2084,0.5412,29.8541,-10.9326,39.6317,0.2511,-0.0555,1.6271,-0.2806,0.7944,0.3612
2163,0.0971,-0.1067,9.7729,-0.6152,0.3521,0.6315,31.8024,-9.9809,40.232,0.8472,0.0273,0.196,-1.5776,0.5701,-1.3173
2174,0.1227,0.0516,9.8316,-0.1997,0.0538,0.464,30.1974,-10.7848,41.132,-0.1029,-2.1372,-1.4172,-1.2823,-0.56,-0.4165
2185,0.0031,-0.0348,9.7737,-0.0099,0.9152,0.0051,30.2029,-9.6576,40.659,2.0465,0.3569,1.5811,0.298,-1.837,1.0999
2198,0.1473,-0.0768,9.7691,0.859,0.6979,-0.473,30.7755,-10.6008,38.896,-1.2886,1.2312,1.2475,0.2706,-0.3361,-2.1877
2210,0.108,0.0316,9.869,-0.1202,0.1253,0.251,31.8267,-10.5426,39.7728,0.0117,0.8233,1.9396,-0.8621,-1.4038,1.3565
2221,0.0436,0.1197,9.7279,0.6466,-0.0555,0.0074,28.8708,-7.3493,40.1999,0.2913,-1.5198,-0.4444,1.8026,-0.0238,0.2587
2232,0.0234,-0.0127,9.7936,0.6643,0.0103,-0.0425,30.0089,-11.9634,39.2135,1.5783,-0.5416,-0.6797,-1.7872,-0.0736,-0.9019
2243,0.0094,-0.0295,9.8091,0.7185,0.4268,-0.1744,30.8928,-8.0364,40.3,-1.2447,-0.5073,1.0522,-0.5853,-0.6929,-0.2783
2253,-0.0535,0.165,9.7434,0.3372,0.2235,-0.0749,31.5078,-8.3333,40.1507,1.5721,1.6637,-0.7518,0.6114,0.8474,-1.5876
2264,0.025,0.01,9.7565,-0.01,0.4092,-0.4277,30.694,-9.8449,40.7584,-0.8437,0.3114,1.2409,0.5665,0.3435,0.2137
2274,-0.1977,0.0923,9.7663,0.5348,0.5662,-0.4694,29.6154,-9.969,41.0371,0.8261,0.7062,-0.2536,1.0066,0.5836,0.4488
2284,0.0989,0.0833,9.793,0.147,-0.1921,-0.1813,28.9622,-10.7249,38.3435,0.8139,-0.3408,-2.985,-0.4135,-0.0101,0.9622
2295,0.099,-0.0459,9.7468,-0.5129,-0.0718,-0.5847,29.8056,-11.3469,40.4356,0.4547,0.9335,0.7555,-0.0883,0.4436,-1.2228
2306,0.0957,0.0341,9.789,-0.5302,-0.2333,-0.0051,30.4329,-10.7256,37.9195,-0.8479,-0.2495,-0.5128,-1.1056,-1.0064,-0.3768
2318,-0.046,0.0124,9.7968,-0.2892,-0.6333,0.2749,30.1566,-9.7649,39.928,-0.3412,0.554,0.9833,-2.7231,0.1156,-0.0666
2328,0.085,0.1081,9.7175,0.8184,-0.2487,0.6228,29.8648,-10.2312,40.0488,-0.0866,-3.3998,-0.5709,-0.4008,0.2078,-0.0842
2339,-0.1622,-0.1094,9.8199,0.9821,0.022,0.8867,29.3962,-10.3356,40.1574,0.6805,0.3594,-1.9531,-0.2311,0.0284,-1.2987
2351,-0.0207,-0.0629,9.7842,-0.341,-0.2407,0.5513,30.863,-10.3914,38.5484,-0.0992,0.9374,-1.0233,-0.1419,-1.22,0.5745
2363,-0.1351,0.1387,9.8233,-0.3071,-0.8774,0.0836,29.0312,-10.7646,40.3561,2.0657,-0.9963,2.4162,0.0,0.8586,1.3618
2375,0.1077,-0.0521,9.7574,1.2082,0.5504,-0.3815,29.1569,-9.0812,38.9871,0.5945,0.5119,-0.6556,0.2516,-1.1563,1.4521
2385,0.0558,-0.0381,9.7909,-0.0783,-0.6694,0.2797,29.6501,-8.2202,41.992,-1.117,0.1918,0.8905,-0.2646,-0.065,1.2713
2395,0.0969,-0.0728,9.7907,-0.6192,-0.7359,0.555,30.0159,-8.7679,39.8941,-1.2911,-0.3924,0.0488,2.6895,0.268,0.7674
2406,-0.0451,-0.1049,9.8145,0.1305,-0.1178,0.5689,29.2528,-9.5533,39.4981,-0.0032,0.7983,0.2949,1.4036,1.3068,-1.8068
2417,0.1389,-0.0022,9.8309,0.6419,0.8454,0.2254,29.4381,-11.8655,41.4298,0.9175,3.4666,-0.3614,0.175,-0.6375,-1.3239
2431,0.0127,0.1472,9.7808,0.7091,-0.11,0.5544,30.3941,-7.8116,38.5777,0.6732,0.6938,-1.5464,0.9857,0.9479,0.5252
2444,0.1136,0.0258,9.8851,-0.1113,0.5068,0.3215,29.0017,-11.0739,39.5351,-0.0878,0.7617,-0.5707,-1.6102,2.8242,-1.4169
2458,0.0466,0.107,9.7128,-0.1238,0.1146,-0.696,30.6309,-9.6527,40.3597,1.1321,-0.7663,0.6155,-0.4663,-1.3904,1.0625
2471,-0.0696,0.0569,9.7665,-0.6932,0.4988,0.8452,29.5285,-8.8209,40.355,-0.262,-0.5207,1.5316,0.2634,-1.4027,1.5953
2485,-0.0585,0.0033,9.6602,-0.0686,-0.0935,-0.0022,30.1896,-9.5377,38.9927,-0.0891,1.453,0.9037,1.1419,0.1626,-1.1831
2497,-0.135,-0.1117,9.8293,0.0625,0.2051,0.1443,29.8844,-10.2691,39.7523,-0.2064,-0.1929,-0.4862,1.5447,-0.7631,-1.4385
2508,0.098,0.0565,9.8124,-1.2584,0.1191,0.8144,28.1278,-11.3015,39.8492,2.376,0.4057,-0.0829,-0.2711,2.0068,0.9067
2518,0.0886,0.1052,9.8751,0.027,0.004,-0.493,30.8284,-9.3715,41.3093,1.2976,-0.6436,0.5715,0.6199,-0.4219,-2.0429
2533,-0.0424,0.1756,9.8286,0.3149,0.1579,0.0581,32.4639,-8.2925,40.4057,-0.3833,-0.7101,0.9255,-0.4021,-0.5482,-2.0863
2551,0.0908,-0.0678,9.8579,0.0806,0.2165,-0.193,32.375,-10.416,41.9633,0.7284,-1.5173,-1.366,-0.0549,-0.3863,-0.9799
2563,-0.0926,0.039,9.6952,0.0385,0.277,0.1854,31.0008,-9.0508,40.6361,1.8551,0.8867,-0.5932,-1.2828,0.1326,0.3419
2577,0.1603,-0.0969,9.7353,0.443,0.4361,-0.7167,30.9627,-11.331,40.3221,1.4551,-0.0019,-1.4831,-0.7293,-0.2821,-0.0556
2589,-0.036,-0.1931,9.7451,-0.121,1.2294,-0.0149,30.6392,-9.7235,41.83,1.8437,-0.8707,-1.2106,-1.1098,-0.4069,-1.4986
2602,0.042,0.0765,9.77,0.2367,-0.3803,-0.2664,31.6241,-10.3879,39.9096,2.0265,-0.0043,-1.9526,-0.7861,-0.9736,1.0325
2614,0.0548,-0.0322,9.7005,-0.0094,0.0873,-0.2604,31.0445,-10.6358,39.9435,-1.0877,-2.1493,-0.5205,0.2425,-1.7244,-0.7785
2625,-0.1372,-0.0366,9.7089,-0.0866,-0.4328,-0.1115,30.7386,-9.3087,40.2016,-0.5319,0.3792,0.494,-1.1496,-1.2554,-1.2577
2635,0.1036,-0.0591,9.8813,0.3911,0.0613,-0.2846,30.2652,-7.7258,41.1236,0.0849,-0.4394,0.8006,-0.5336,-0.0647,-0.526
2648,0.0372,0.0416,9.7358,0.2265,0.1042,-0.4377,29.992,-10.1334,40.1194,2.1855,0.4663,-0.3915,-0.6097,0.3393,-1.1696
2663,0.1439,-0.0236,9.8216,-0.2609,-0.0333,-0.0408,31.6174,-8.8408,38.4899,-0.4088,0.73,0.2298,0.3723,1.0952,0.8106
2675,0.1044,0.0715,9.7628,-1.3006,-0.4546,-0.3616,27.4936,-10.8613,40.8555,0.2734,-0.1343,-1.5494,1.0179,-0.1393,-0.0814
2688,0.2213,-0.0165,9.7781,-0.7897,-0.5063,-0.2388,29.4946,-11.0575,39.0315,-0.5874,-2.4383,-1.2183,0.9086,1.9953,0.3248
2699,0.0948,0.0574,9.7912,0.1295,0.1361,0.0385,29.5661,-8.1423,39.9692,0.618,-0.92,0.1515,-0.1919,-0.6655,0.1396
2710,-0.065,0.1276,9.7505,0.1836,-0.0532,0.5675,28.2823,-9.4245,40.0073,-0.8013,-0.7321,-0.3615,-0.51,-0.5501,-0.9049
2720,-0.0183,-0.0837,9.848,-0.5844,-0.7948,0.0115,29.233,-9.3742,39.7191,-2.2771,-1.0205,0.3499,1.1813,-0.4715,0.5104
2731,0.0997,0.0091,9.8294,0.3857,-0.0153,-0.5299,29.3077,-10.9511,39.6174,0.9696,1.4273,0.0802,0.7977,1.4773,1.8964
2742,0.2504,0.0439,9.8358,0.0766,-0.2757,-0.0675,30.4664,-10.5023,39.842,0.0245,0.3985,0.3144,-0.5453,0.6843,-0.1
2757,-0.0032,-0.1824,9.7705,-0.6271,-0.006,-1.4627,30.988,-10.2305,39.4305,0.5886,-1.4993,-2.3881,0.1096,-1.2304,1.1529
2768,-0.0736,-0.0723,9.7417,0.1237,-0.3272,0.8257,31.3466,-10.216,41.7218,0.5706,0.8697,0.3617,0.1042,1.5651,0.2751
2778,-0.058,0.0611,9.8908,-1.0088,-0.365,-0.7617,29.8492,-11.5635,40.5356,-0.8638,1.6456,1.4073,2.3367,-0.3508,-0.6936
2790,0.0402,0.066,9.8765,-0.0519,-0.5706,0.5823,29.4992,-10.2682,40.027,-0.2185,0.5008,-1.1451,2.0473,-0.1811,-0.2382
2801,-0.121,-0.0401,9.8006,-0.8826,0.6305,0.0853,30.0176,-9.7783,41.0174,0.8064,-0.8292,0.8232,-0.1655,0.1809,-0.4516
2812,-0.2143,-0.1568,9.8158,0.128,-0.3533,-0.246,30.4923,-9.9165,39.0716,-3.2706,-0.455,-1.4662,-0.3948,-1.5891,-2.2685
2823,-0.0935,0.0253,9.8655,-0.7271,0.4778,0.1494,29.3659,-9.2334,40.8768,-0.524,-0.7066,-0.4243,1.7478,-2.5869,0.8035
2834,0.1031,-0.1683,9.7431,-0.7234,-0.1532,-0.75,29.8283,-9.7662,39.4016,0.5907,1.8652,-0.0688,1.5475,-0.3713,0.4979
2845,0.0021,0.0189,9.7986,-0.468,-0.1534,-0.9961,31.0478,-8.3597,40.1446,-1.6398,0.645,-1.532,1.203,1.8572,1.1132
2855,0.1009,0.0833,9.759,0.3161,-0.032,0.3082,31.4408,-9.5665,41.8483,-1.8352,0.2279,0.4856,0.2054,1.9818,0.1145
2870,0.1639,0.0683,9.6833,0.9279,-1.6341,-0.411,29.496,-7.8072,40.335,0.6018,0.2802,1.7027,-0.9368,-0.6632,2.0573
2884,-0.0231,-0.0719,9.6702,-0.2417,0.8097,-0.9474,30.4534,-9.7917,38.9825,-0.7473,-1.1026,-0.6818,0.6091,0.0217,-1.2009
2899,-0.0487,0.0089,9.7718,-0.2594,0.471,0.1259,30.9046,-10.4329,40.0671,-1.5421,0.4719,0.8145,-0.4622,1.0751,0.04
2912,0.0711,0.064,9.8054,-0.4785,0.3008,-0.57,27.4665,-11.0205,40.0134,0.0227,1.0232,1.9862,1.9515,-1.6525,0.5714
2923,0.0314,-0.0572,9.7683,-0.054,0.1542,0.241,28.8897,-9.6153,40.484,0.8233,0.6778,-0.5382,-0.8863,0.4563,0.8584
2933,0.083,0.06,9.8593,-0.046,-0.0035,0.4884,32.1749,-9.7018,42.4962,0.0397,-0.359,0.7892,-0.0927,-0.6085,0.8728
2944,0.05,0.1887,9.8135,-0.4577,-0.0942,-0.2856,28.8313,-8.8065,40.3687,-1.7535,0.4588,0.2742,0.3411,0.6515,-0.6721
2954,0.0033,-0.0294,9.821,1.0095,1.2188,0.1189,29.0857,-10.0383,38.8831,0.3304,-1.3186,-0.8866,0.5207,-0.3598,-1.0869
2966,0.0107,0.0323,9.7853,-0.0932,-0.1528,0.4215,29.7435,-8.779,40.2389,-0.0366,-0.9704,-1.7584,1.0737,-0.7258,-0.3986
2980,-0.0708,-0.174,9.806,0.5819,0.2791,-0.0835,29.7077,-8.1452,39.0018,-0.4272,-0.6524,-0.8871,1.1752,1.2892,1.6565
2993,0.0872,0.0563,9.7647,-0.9169,-1.3517,0.2428,29.915,-10.3096,40.1416,-0.9144,0.7574,0.5186,-1.6119,0.5748,-1.0706
3006,0.0632,0.1125,9.7642,0.0323,0.4748,-0.1657,30.5119,-9.5569,37.4955,-2.2095,0.813,-3.4678,-0.2175,0.7394,0.4191
3018,-0.025,0.1315,9.7627,0.3311,1.2077,0.4225,30.4752,-10.6528,39.6934,-0.5188,0.5757,-0.0001,-0.0221,0.2481,1.0142
3030,0.0431,-0.0602,9.7098,0.5981,0.4857,0.4791,31.325,-10.1821,39.8178,-1.3411,-0.2002,-1.0286,-0.9573,-0.7785,-0.6021
3041,-0.0815,-0.1295,9.826,-0.3996,0.3788,-0.974,31.831,-9.2231,38.9878,1.0326,-1.6792,1.1563,-0.9698,-0.7753,1.1768
3053,-0.0168,0.0792,9.8282,-0.6264,-0.4623,-0.7195,30.0892,-9.2326,39.594,-0.011,-1.8247,2.5091,-1.0368,-1.2684,-1.9315
3063,-0.036,0.0125,9.657,-0.7228,0.7419,0.4322,28.8541,-10.131,40.424,0.2743,-0.5696,-0.1932,-0.7202,-0.62,-0.6977
3075,0.0413,-0.0061,9.7899,0.7558,-0.1383,-0.0616,30.0348,-10.3034,39.0793,1.2157,0.4669,-0.3072,2.7283,-0.9273,-1.2922
3090,0.022,-0.0615,9.8195,-0.5931,-0.4876,0.1788,31.0769,-10.1062,40.1146,0.2695,-1.7711,-0.5714,-1.229,-0.7838,-0.5384
3103,0.0249,-0.011,9.8217,0.8365,-0.6242,0.2927,29.133,-9.6426,40.5825,-1.1832,1.2753,-0.7317,0.0684,0.6414,-1.9854
3117,0.1337,0.0358,9.6497,-0.6923,-0.0936,0.4418,28.5158,-10.3031,41.0603,-0.7166,0.3822,0.4274,-0.6233,-0.8392,-0.1788
3130,0.1193,0.3549,9.8299,0.6184,-0.5405,0.4637,29.3986,-8.8858,39.2803,0.6333,0.4321,-0.961,-0.1616,0.9077,-1.04
3141,-0.064,-0.051,9.7799,0.0516,-0.6186,-0.1981,28.8733,-11.5767,40.1752,-2.0058,-0.0865,-0.9659,-0.5557,1.3773,0.6379
3152,0.3011,0.0487,9.8005,-0.0994,0.2305,-0.6047,28.6024,-7.7974,38.538,0.9508,-0.5885,0.4603,-0.3694,-0.5179,0.7665
3162,0.134,-0.1126,9.8305,0.1678,-1.0691,0.3948,29.7461,-7.5286,40.4502,0.3306,0.7603,-0.5333,1.4305,-0.3679,1.1678
3173,-0.0915,-0.0786,9.7807,0.0507,0.0674,0.9985,29.8008,-11.0127,39.393,0.2784,-1.9733,-0.3298,-0.7034,0.2472,-2.1513
3184,0.0287,0.0285,9.7595,0.2494,-0.0979,0.5548,31.1406,-10.3119,39.0991,0.2809,0.5639,-0.9721,0.8098,-0.3938,-0.5375
3197,0.0122,-0.0818,9.8085,0.3093,-0.1098,-0.0939,31.8012,-10.628,41.1583,0.8664,-2.1488,1.3778,0.6609,0.1563,0.8273
3210,-0.0032,0.0862,9.8696,0.0348,-0.5598,-0.2514,28.9208,-12.7045,39.838,1.1432,-0.9165,0.5841,-0.0561,-0.2336,-1.0876
3225,0.0934,-0.1404,9.8384,-0.0098,-0.4907,0.2665,29.1052,-11.9492,40.6128,-1.0041,0.9097,-0.253,-0.4767,-0.5462,-0.5806
3237,-0.0246,-0.0643,9.7695,-0.5571,-0.8801,-0.0052,30.1849,-9.3735,38.2132,1.7086,0.7128,-1.4846,-1.1906,0.6988,-1.2405
3248,-0.0188,0.0745,9.8117,1.0468,0.1387,0.4242,29.2179,-8.1121,40.5669,-0.6132,-1.3079,-0.6579,0.5585,-1.1702,-0.8349
3259,-0.0095,0.0573,9.7786,-0.4495,1.1346,-0.6316,29.0386,-9.2369,40.0785,-1.315,-0.1065,-0.2908,-0.6046,-1.9487,1.4813
3270,-0.0236,0.1864,9.7983,0.0898,0.1001,0.421,30.4528,-9.8745,40.961,1.7553,-0.3324,0.5916,-1.0452,-0.0846,-1.5506
3280,0.0821,0.0065,9.693,0.0749,-0.0022,0.2787,29.8018,-8.713,40.3961,2.1665,0.8411,0.7959,0.3284,0.7139,0.027
3293,0.0859,0.0888,9.7797,-0.7544,0.9339,0.0545,30.8554,-10.1113,40.983,-0.5782,1.2886,0.3259,1.6088,-0.2015,1.2042
3310,0.0297,0.0074,9.7476,-0.5941,0.7297,-0.9838,31.5856,-10.3845,39.5389,0.1649,-0.1915,0.2724,0.8027,0.4427,-0.8424
3323,0.0283,-0.1041,9.8263,2.0853,0.0525,0.1351,28.6804,-8.0843,36.8694,-0.4401,-0.9406,0.3585,0.0722,0.3769,0.8557
3334,-0.0154,0.0587,9.8176,-0.1334,0.2291,-0.0418,29.8381,-8.5482,40.0504,-0.8769,-1.5534,-1.4995,0.1088,-0.5466,-1.3731
3344,0.153,0.044,9.8268,0.5969,0.4849,-0.0287,29.596,-10.8361,40.6746,-0.3194,0.5063,1.4851,-0.8424,0.2232,0.4693
3356,0.0707,0.0553,9.7324,0.507,0.2849,-0.115,30.9204,-8.1999,41.5058,-0.8606,-1.3655,0.7022,0.0683,-0.9115,1.1195
3367,0.008,0.147,9.7858,-0.1911,-0.0543,0.4132,30.1456,-8.3056,40.0597,-0.4919,-1.4147,-0.6526,0.7462,0.5912,-0.7845
3378,-0.0985,0.0506,9.8883,-0.4099,0.3397,-0.1066,30.319,-8.6279,38.4806,-1.2471,-2.2134,1.5833,-0.9499,0.3844,1.7614
3389,-0.0983,-0.1462,9.7985,0.0467,-0.2088,-0.0639,29.8452,-11.4055,39.3134,0.3582,0.5752,0.3158,-0.576,0.1775,0.9959
3400,-0.1215,0.0356,9.7328,-0.7046,-0.3628,-0.4354,30.0353,-8.699,40.1239,-2.4246,-0.5704,-0.0563,0.4405,-0.1405,0.8662
3410,-0.0176,0.0333,9.7955,-0.2498,0.031,0.4899,29.0999,-10.5606,38.0162,0.9766,-0.5088,1.0362,0.4817,2.3347,-1.7992
3420,-0.0096,-0.1966,9.8254,-1.0904,-0.8387,-0.2807,30.2076,-11.1166,38.0541,-0.8326,-1.54,1.3421,-0.006,0.7102,-1.4588
3430,0.0032,0.0321,9.7589,0.4896,1.1233,-0.678,28.4657,-10.585,38.1675,2.4708,1.8751,1.2217,-0.1542,0.6016,0.6985
3445,-0.0638,0.0282,9.7635,-0.303,-0.1302,-0.9887,28.5416,-11.0539,37.9263,-0.9948,1.2326,-0.6537,0.7451,0.501,-0.0333
3459,-0.1298,-0.0331,9.8327,-0.1835,0.189,-0.6575,31.2508,-10.8843,39.7735,-1.0793,-1.2682,0.043,-0.302,-0.4712,-0.0304
3472,0.0275,0.0136,9.706,0.595,-0.0832,-0.6309,30.6612,-10.8217,39.9437,-1.5146,-1.2291,-0.2963,0.1077,-1.5423,-1.117
3486,-0.046,-0.022,9.8597,-0.6857,0.3638,-0.2599,28.671,-9.4279,39.1374,0.5887,-0.3012,1.1155,-0.4501,0.9267,-1.0615
3500,0.0031,-0.0837,9.715,-0.5529,0.0875,-0.0984,29.232,-9.7311,40.2854,0.5884,0.0904,1.9051,0.4188,-1.5219,-0.9781
3511,-0.0326,0.0899,9.7659,-0.8636,-0.0953,0.2722,30.5405,-11.5806,40.3422,1.5363,0.336,-2.8732,-0.5556,1.6804,-1.0007
3521,0.0543,0.0149,9.7132,-1.0762,1.0718,0.0357,30.6561,-10.0349,39.2732,0.6089,-0.6682,1.0845,-1.1804,0.3642,1.9605
3531,0.0912,0.1216,9.7331,-0.2258,-0.0769,-0.8762,29.9317,-10.1724,39.1926,-0.07,-1.5623,-0.6988,1.8105,-1.0881,0.2755
3542,-0.0772,-0.0484,9.8303,-0.0987,-0.584,0.8989,30.4474,-10.1262,38.7375,-1.0854,0.8177,-0.6705,-0.1757,-0.7683,1.0681
3553,0.0509,0.0183,9.8493,-0.2656,-0.2413,-0.3047,30.6519,-9.1848,38.3799,-3.2322,-0.4928,0.3288,1.1564,-1.5718,-0.1595
3565,0.05,-0.0416,9.8103,1.1239,0.2003,-0.4867,30.3675,-10.6235,41.5086,0.0014,-0.968,0.6022,-1.5252,-0.3561,-0.2694
3580,-0.1303,0.0979,9.8492,-0.4823,-0.9318,-0.1455,30.8883,-9.5483,40.5582,1.593,1.1483,1.2335,2.0779,-0.0575,-0.0438
3593,-0.0786,0.005,9.7382,-0.041,0.0335,-0.3509,29.5216,-10.1685,39.9633,-0.8239,0.9099,0.0728,0.8535,-0.1683,0.5783
3607,0.0324,0.077,9.7199,0.1384,-0.47,-0.125,30.629,-9.409,39.0531,1.5841,1.0733,1.6884,-0.4723,1.064,-0.5708
3620,0.0852,0.078,9.7735,0.2541,0.0386,-0.1461,30.3601,-9.5905,39.6862,1.0727,-0.5777,0.2802,1.0306,-1.1054,0.3134
3630,-0.0829,0.1522,9.7114,0.1776,-1.048,0.5003,29.4638,-10.177,40.0304,-0.0788,1.1199,0.5062,-0.0794,0.2476,0.3199
3641,-0.1483,-0.06,9.7532,-0.4373,1.2135,-0.1445,28.5259,-8.5727,39.0384,-0.1233,1.49,-2.8456,1.1476,0.4582,0.5639
3652,-0.0431,-0.0235,9.8269,-0.4636,-0.2766,-0.2808,31.1504,-10.3984,39.1425,-1.3727,0.4714,0.7871,-0.6786,0.5425,-0.5665
3662,-0.1221,0.0235,9.7615,-0.3734,0.2183,-0.6495,29.7673,-10.1946,39.2713,0.1088,1.8939,-0.1284,-0.9844,0.4013,-0.4728
3674,-0.0298,-0.0114,9.8357,0.9408,-0.3482,0.412,29.4608,-9.7791,38.9996,-2.759,1.0686,0.8618,-1.1609,0.8093,-0.4177
3686,-0.0288,0.0637,9.7969,0.6614,0.6558,0.2574,29.3655,-9.9294,39.6349,-0.8719,0.657,1.9734,0.6899,1.1008,0.3886
3701,0.1612,0.0513,9.828,0.1657,-0.6914,0.7981,31.2917,-10.407,41.4487,-0.8547,-0.1844,-0.5834,1.632,-0.2849,-2.0804
3715,0.0399,-0.0508,9.7272,-0.7391,-0.0498,-0.3135,29.9808,-7.8956,38.7447,0.1208,-0.0879,-0.9973,0.7489,-1.0286,0.7129
3728,0.0464,-0.1557,9.8133,0.4804,0.0152,-0.4988,28.5892,-8.7762,39.9525,-0.8901,-0.6305,0.876,1.1424,0.8379,-2.0885
3741,0.0732,0.1985,9.7303,-1.0886,0.4905,0.484,30.3665,-9.0614,39.396,-0.5064,0.4029,-0.0845,-1.3456,-1.4281,-1.9037
3752,-0.0344,-0.1639,9.8478,0.7361,0.9546,0.3649,30.8083,-9.9094,40.7341,0.6429,-0.4319,-0.3643,-1.2059,-0.0784,0.1805
3762,0.0129,-0.1167,9.8844,-0.5962,0.9449,0.0723,30.3952,-10.0989,39.4653,-0.3232,-0.4263,1.4062,0.2094,0.3261,-0.2769
3773,-0.0385,0.1931,9.7695,0.779,-0.0344,0.1723,30.767,-11.8814,39.9565,0.1442,-0.5398,-0.7032,-0.1008,-1.967,0.0538
3783,0.0246,-0.1161,9.7912,-1.1824,0.2596,0.1537,30.7131,-9.933,40.6318,0.8877,0.2543,0.0325,-0.4056,-0.8444,-1.6311
3798,-0.0365,0.0441,9.8015,-0.393,-0.4829,-0.1473,31.0364,-7.9804,39.2448,0.6664,1.1238,-0.5076,1.9446,0.9421,-0.4827
3812,0.0151,0.1109,9.8353,0.0592,0.2335,-0.8869,30.0536,-9.286,40.4596,1.6755,-0.0473,0.0075,0.6498,0.6567,-2.204
3824,0.1453,-0.0326,9.7738,-0.2668,0.3311,-0.4927,31.3617,-9.0923,41.0902,0.5301,0.1386,-0.0701,0.3303,1.4939,-0.6789
3838,0.0532,0.1756,9.8335,0.9594,-0.2872,-1.1352,28.1247,-8.849,39.9434,0.9993,-1.8227,0.9372,-0.7269,-0.762,0.7915
3848,0.0402,0.0824,9.7566,-0.8158,0.2932,0.2909,30.4681,-9.4404,42.4959,0.8785,-1.4226,0.0112,0.6917,-0.1367,0.0213
3859,0.0141,-0.0561,9.7808,0.143,-0.1807,0.9906,30.8771,-11.8065,40.1235,-0.3893,-0.6345,0.0057,-0.7204,0.2671,0.9946
3871,0.0429,-0.164,9.7864,0.2286,-0.67,-1.2269,29.3459,-8.8532,40.3092,1.2183,-0.0352,0.7324,1.224,1.3331,0.3145
3882,0.0777,0.0321,9.8532,0.9397,-0.0998,0.1617,29.1097,-8.0768,39.1195,0.5466,0.1576,0.4034,1.0559,1.0715,-1.9973
3893,-0.0463,0.1446,9.7808,-0.3302,0.4683,0.0236,29.2126,-9.475,39.7284,0.6613,1.0359,0.0677,-0.0917,0.1506,0.9633
3905,0.1742,0.0558,9.7417,-0.228,0.0528,0.4777,29.2731,-11.8213,40.3111,-0.1421,-1.61,1.2379,0.2605,1.5288,2.4362
3919,-0.1988,0.0052,9.8248,-0.153,-0.1077,-0.0602,31.1648,-7.1351,41.8137,-0.67,-1.2679,-0.0793,0.2717,0.9843,-1.2497
3929,0.1549,-0.0519,9.7487,-0.3301,0.6644,-0.1938,31.036,-9.8678,40.1361,-0.1305,1.7359,0.1338,1.5247,0.1338,1.1512
3940,0.1766,-0.0887,9.8051,-0.4606,-0.1574,0.0612,30.1931,-10.7074,39.1218,-0.8318,2.2977,1.3895,0.1899,0.5517,-1.2205
3950,0.1033,-0.2123,9.7695,-0.0696,-0.3058,0.1084,30.1715,-10.2284,40.2841,-2.3957,-0.9264,-0.843,-0.4231,0.4985,1.3656
3964,0.0022,-0.108,9.8499,0.0964,-0.3848,0.3326,31.929,-10.5323,39.3022,1.8627,0.151,1.7037,-0.2264,-0.003,-1.1536
3975,-0.0492,0.0174,9.8545,0.6263,0.5326,0.2941,30.2335,-9.2377,40.8617,0.2279,1.5515,-0.6932,0.5052,-2.0821,1.2435
3986,-0.0473,0.1094,9.7661,-0.7311,0.0679,0.4441,29.529,-10.3859,40.1958,0.6245,1.2673,-0.4646,-1.6423,2.3303,-0.8613
3997,-0.0369,-0.0148,9.7724,0.3079,0.2458,0.8366,31.0273,-11.3589,39.2248,-0.3388,-2.1944,-0.1265,1.7389,0.9933,1.0393
4013,0.1314,0.0527,9.8698,0.3598,0.6381,0.5876,30.0397,-10.9444,40.6968,-0.5065,0.0245,0.1177,-1.5119,0.8959,0.3768
4027,-0.1311,-0.0521,9.8258,-0.2452,0.1006,-0.2765,30.109,-9.3968,40.061,1.569,-0.3061,0.0845,1.4302,-0.8564,1.1081
4043,0.078,0.0684,9.845,-0.7966,0.9814,0.302,31.2389,-8.3895,39.0661,-0.7059,-0.1354,-1.5326,0.0373,1.8809,0.8236
4053,0.1395,-0.3447,9.8831,0.3128,-0.0206,-0.6958,29.8006,-10.6598,38.5647,-1.8677,-0.5864,0.5908,0.1864,0.1071,1.275
4064,0.0116,-0.182,9.8888,1.1559,0.0579,-0.5442,31.4913,-10.2527,37.7028,-0.7823,1.0783,-0.4104,1.0193,1.486,2.4378
4075,0.0823,-0.0347,9.7639,-0.3655,-0.1203,0.4069,30.2984,-8.6615,41.3843,-0.0097,1.5736,0.9002,-0.7746,-0.3062,-0.0037
