time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,roll_cf,pitch_cf,yaw_cf,roll_kf,pitch_kf,yaw_kf
19317,-0.1017,-0.058,9.9158,0.5281,-0.5731,-0.9856,30.5957,-8.3962,40.3415,0.5039,-1.1844,-0.5904,-1.1691,-0.2851,0.1561
19328,0.0444,0.102,9.7399,0.2002,-0.6947,0.3708,30.1182,-10.7999,40.2165,-0.1347,-0.302,1.8207,2.3299,-1.6208,-2.0271
19339,0.1958,0.1014,9.8938,0.6319,0.1407,-0.3609,30.7368,-9.0153,40.7018,-0.1854,-0.1676,-1.0617,1.5402,0.2193,0.8856
19350,-0.0124,0.0184,9.8608,-0.5175,-0.3448,0.1788,28.9223,-11.7587,41.7069,0.4486,-0.4352,0.2494,-0.2191,-0.6901,0.7065
19361,0.1551,-0.0157,9.8624,-0.6436,0.2027,0.3225,28.8628,-10.1978,39.8027,-0.2545,-0.9991,0.6199,-0.2969,-1.7146,-0.9104
19371,-0.0601,-0.0926,9.8537,0.3256,0.2639,-0.0822,29.2992,-11.7587,39.9979,-0.652,-0.6183,0.2653,-0.7256,-0.4949,1.0568
19381,0.0153,-0.005,9.8377,-0.0863,-0.1332,-0.2728,31.0764,-8.1303,40.7416,-1.3065,0.6714,0.2516,-1.3827,1.1055,1.4357
19393,0.0568,0.0799,9.7408,-0.1973,-0.1335,-0.2496,30.9228,-9.4568,39.9942,1.1174,0.7504,-0.3311,1.0056,-0.4953,0.1032
19404,-0.1299,0.0611,9.8324,0.5135,0.2442,0.3351,28.7889,-9.174,40.8828,0.5574,1.0731,0.3642,-0.2864,-1.4839,1.4948
19416,-0.022,0.0463,9.8323,-0.2242,-0.2518,-0.4605,28.3879,-9.5411,40.4142,-0.5949,0.9381,0.4154,0.1404,-0.3297,1.8082
19426,-0.0009,-0.0539,9.9538,-0.3609,-0.0216,-0.5428,30.4415,-8.8754,39.8527,1.1283,-0.5335,-0.8205,-0.7165,0.5541,-0.7939
19437,0.0296,0.1145,9.9148,-0.7797,-0.0826,0.5055,31.4601,-8.2335,40.8447,0.4245,1.1252,0.1082,-1.4399,-1.2265,-1.9018
19449,0.1414,0.0284,9.8733,0.4832,0.1333,-0.3756,30.0308,-10.0799,39.5776,-0.4638,0.5129,-2.9189,0.7991,-1.8843,-1.0581
19460,-0.091,0.041,9.7463,-0.6953,0.5688,-0.761,30.5671,-10.6858,41.5069,-0.3824,0.0721,0.6729,-0.4858,2.5883,0.0415
19470,-0.1134,0.0469,9.8346,0.5383,0.1555,0.2307,29.6292,-10.9176,39.6359,1.8751,0.2171,-0.7963,-0.2305,1.1168,1.5502
19480,0.2243,0.0032,9.8343,0.4733,0.1131,0.5875,29.4959,-11.9394,39.1266,0.7629,-0.3131,-0.1877,1.7217,-0.1816,-0.3848
19490,-0.1724,0.0092,9.9129,0.1986,-0.082,0.7309,30.112,-10.8766,42.2228,0.2304,0.997,0.7007,-0.1181,-0.6948,0.0738
19501,0.0818,0.0449,9.7851,0.2591,-0.6179,0.6001,30.6313,-10.2318,40.9055,-1.227,0.651,-0.0649,0.0464,-0.3833,-0.5062
19511,-0.0322,0.0788,9.7626,0.0378,0.4876,-0.333,30.8767,-10.033,40.6506,0.5378,-0.9406,-0.1655,0.3699,0.4264,1.4134
19531,-0.1029,0.223,9.7906,-0.4957,-0.4594,-0.3252,28.3776,-11.6531,38.7459,-0.9737,0.8054,-2.5239,0.6516,-1.0661,0.2966
19541,-0.1209,-0.0708,9.7829,-0.2679,0.2231,-0.489,31.2406,-9.1794,39.7486,-0.5069,0.338,-3.5001,-0.7257,1.0067,0.1024
19552,0.139,0.03,9.7915,-0.4376,0.1245,-0.0255,30.2318,-10.4767,38.8888,-0.0809,0.5039,-0.1675,0.012,1.3652,-0.7421
19563,-0.0503,0.0951,9.7494,1.1457,0.8321,-0.0872,29.8015,-10.916,39.7093,-0.5758,-0.5165,0.7348,1.6747,-1.3456,0.8227
19573,-0.0332,-0.0897,9.7901,0.6606,-0.4608,-0.3311,30.4525,-9.7058,40.1035,-0.1587,-1.1366,-0.3187,-0.541,0.519,-0.2261
19584,-0.0411,-0.0993,9.7603,0.4851,0.58,0.3498,29.3751,-9.9698,39.6732,1.4104,-0.138,-2.4618,-0.749,-0.2727,-0.3606
19596,0.1475,0.1741,9.8142,0.294,-0.0609,-0.1886,30.5612,-12.3125,39.2257,-0.846,-3.1592,-0.054,-1.6676,1.5544,0.7155
19606,-0.0872,0.1022,9.8111,-0.0753,0.0056,0.3587,30.0036,-10.4743,39.3683,-0.2747,-1.3077,-1.2867,-0.0416,-0.1325,-0.4306
19616,-0.0727,0.0763,9.8608,-0.0646,-0.5884,-0.2912,29.1766,-9.1718,39.5415,1.4839,0.0669,1.0207,0.5129,-2.6217,-2.1146
19627,-0.1167,0.3346,9.843,0.9791,-0.502,-0.1382,28.9578,-11.2741,40.5086,-0.2426,0.9978,-0.3235,0.0075,-0.3291,-0.9698
19637,-0.0057,-0.1776,9.7285,0.2162,0.0502,0.8424,30.479,-9.718,40.0272,0.0832,0.3606,0.2823,-0.4104,1.2087,0.7668
19656,-0.0585,0.073,9.7733,-0.5469,-0.5477,-0.1067,29.5504,-11.511,41.1671,0.7581,1.0973,-0.5764,0.8199,-0.0306,0.2677
19667,0.0823,-0.0812,9.9,-0.6026,0.143,-0.067,29.2416,-8.8666,41.1583,0.1831,-0.2908,0.9873,-1.0635,-1.3951,-0.7549
19678,-0.3201,0.0031,9.8162,-0.5816,-0.4144,-0.0843,28.8693,-11.5514,41.4855,-0.2768,-0.3363,-0.0536,-2.0543,-0.6324,0.7094
19691,-0.0255,0.0329,9.774,0.1214,-0.2087,0.4318,31.223,-11.4006,41.494,-1.1337,-0.9659,-0.7018,1.3059,1.099,-0.2077
19704,-0.0763,0.0045,9.777,0.1968,0.5515,-0.3712,30.5401,-8.676,38.8127,0.1474,0.3598,-0.4326,0.7929,-0.7942,1.1449
19717,0.0279,-0.1962,9.8122,0.2327,0.6563,-0.1366,27.6799,-11.0346,40.5808,-0.6654,-0.6887,0.3678,0.788,-0.6886,0.5515
19728,0.2413,-0.0255,9.7976,-0.0552,-0.955,0.3333,30.0054,-8.6731,39.2696,0.7579,-2.0718,0.9231,1.9351,0.7033,1.4009
19738,-0.2042,0.2215,9.8128,-0.3523,0.1185,0.3943,28.8001,-10.8285,40.9651,-1.4897,0.1882,0.1944,-0.2563,1.1316,-0.3237
19749,0.1042,-0.0054,9.7806,0.0535,0.0681,-0.5553,29.4012,-10.3715,40.8404,1.0335,-1.1431,1.1643,0.4216,0.1982,-0.9901
19759,0.0449,0.1047,9.8035,0.3672,0.0358,-0.0453,30.837,-10.254,40.6351,0.1708,-0.9938,-0.5809,-0.491,-0.9332,-0.0567
19770,-0.2448,0.0773,9.799,-0.1879,0.3896,0.2281,28.8801,-10.2465,40.439,1.0959,-0.6003,1.0986,-0.6582,1.1923,0.9512
19780,0.0055,-0.0723,9.7882,0.3707,0.2694,-0.0025,30.2043,-10.7622,40.1009,0.5959,0.3562,-1.9311,1.2003,-0.6115,-1.1444
19791,-0.1053,0.2308,9.8127,0.1031,0.5625,-0.3407,29.2876,-11.5072,39.3658,-2.4164,-0.4163,1.2191,1.0355,0.0837,0.4936
19801,0.097,0.0177,9.7807,0.0747,-0.1624,0.3129,30.4788,-10.1735,39.5616,-1.2346,1.2484,-0.8486,-0.2542,0.6239,-1.0451
19811,-0.0271,0.1272,9.9114,0.2036,-0.3139,0.1345,28.3652,-9.6458,38.6344,-1.758,-0.7817,-0.1366,-0.1084,-0.5841,-0.1725
19821,0.0192,0.0368,9.8313,0.0498,0.532,0.8391,29.9593,-9.8361,39.4226,1.3886,-0.297,-0.8725,-0.9793,0.0959,-0.9675
19832,-0.1108,0.0992,9.7633,1.2268,0.2215,0.174,28.8331,-11.1609,40.3009,1.2017,0.748,-0.2823,0.8532,1.0795,0.7313
19842,-0.1044,0.0845,9.8393,0.4135,-0.1075,0.6321,30.4197,-9.9423,38.4197,0.094,-1.9597,-2.691,-0.6569,0.9338,0.538
19853,-0.0944,0.1398,9.7191,0.682,-0.8068,1.0063,29.8427,-10.2289,40.5516,0.1254,0.6931,-0.251,0.0378,0.428,0.868
19863,-0.1808,0.0357,9.8757,-0.2795,0.5128,-0.3384,30.1945,-9.7816,38.9844,1.9661,-0.6981,-1.4988,-0.5911,-0.1246,-1.1238
19874,0.0098,0.0332,9.6328,-0.6338,-0.1297,0.4469,30.5992,-9.5253,38.3503,1.1169,1.2949,1.1902,2.2124,0.8818,0.3687
19884,0.1488,0.0557,9.7565,0.1555,0.385,-0.4113,28.9082,-9.7898,38.9793,0.6486,0.1172,-1.8871,-0.4102,-1.6755,0.1791
19895,0.0548,-0.1297,9.8114,0.641,-0.8439,-0.6327,29.7938,-9.846,39.8088,0.3143,-1.7034,-1.5486,0.4854,-0.4009,-0.0442
19905,0.106,-0.0585,9.7567,-0.1525,-0.6247,-0.0971,29.7697,-8.696,40.5562,-1.4532,-0.3863,-0.7785,1.7153,1.1167,-1.133
19916,0.0275,-0.0331,9.725,-0.7134,0.14,1.1017,30.5916,-9.1423,40.5331,-0.2598,-0.5172,-0.5813,0.0468,0.2503,-0.047
19926,-0.059,0.0628,9.7528,-0.3195,0.0497,0.1729,30.4513,-11.5371,38.2374,0.2183,-0.5047,-0.5003,-0.1454,0.0699,-0.5819
19936,0.0927,0.0204,9.7685,-0.4522,0.5558,0.1106,28.5272,-11.3024,41.145,-0.9468,-0.3307,-0.023,-0.3937,1.3172,-0.4454
19947,-0.0358,0.0328,9.7658,-0.1571,0.9074,-0.0928,28.6292,-9.7705,40.1899,0.5186,-1.6192,-0.8458,0.7562,-0.8031,0.174
19957,0.0191,0.0131,9.6837,0.404,-0.047,-0.1355,28.3696,-10.8128,41.0596,-0.6707,0.9769,1.2164,0.6995,0.1811,0.4963
19967,-0.105,-0.258,9.7602,0.0293,-0.2987,-0.4671,29.6404,-10.3685,38.4866,0.9373,0.4241,0.7822,-0.4637,0.5166,2.0923
19978,0.1143,-0.1058,9.7624,-0.172,-0.6418,0.2711,29.2328,-11.3509,40.216,-0.472,-0.166,0.5219,0.7108,-1.675,0.2063
19988,-0.1231,-0.1736,9.8608,-0.2271,-0.8479,-0.215,30.3025,-10.5531,40.9526,0.689,-0.7323,0.2966,1.6774,-0.0203,0.5124
19998,0.1111,0.0586,9.8185,-0.7434,1.0972,-1.2449,31.8711,-9.1156,41.3494,0.0699,0.1061,-0.7789,0.525,0.2341,1.3957
20009,-0.1392,-0.0348,9.8517,0.2466,0.9281,1.0222,30.0738,-10.4319,39.4072,-0.5078,0.7412,0.2795,-0.5636,-0.799,0.7765
20019,-0.0564,-0.1541,9.8469,-0.388,-0.11,-0.2963,29.2836,-8.6862,40.3565,-1.0722,-0.8828,-2.042,0.4536,-1.3459,-2.4652
20030,-0.0553,0.0678,9.7622,0.5164,-0.4356,-0.1124,29.4962,-11.1074,40.268,-0.1664,0.8889,-0.2128,-0.1048,1.8567,1.5489
20040,0.1048,-0.0492,9.7852,-0.3884,-0.2911,-0.0589,29.6384,-10.299,39.2352,2.5801,0.3139,0.7696,-0.7212,-0.3915,2.046
20051,-0.0354,0.0485,9.868,-0.5829,0.5863,-0.687,31.0202,-9.4242,38.466,1.0466,-0.1272,0.3453,-0.3988,0.0665,-1.0073
20061,-0.1114,-0.0676,9.896,0.1905,0.7619,0.1429,30.3076,-12.1128,37.7886,-0.693,-1.1499,0.0834,0.6244,-0.4101,-1.1693
20072,0.1807,-0.0249,9.7132,0.0018,-0.7502,-0.4072,30.6705,-9.4403,40.0248,-0.1029,-0.7488,-0.1111,-1.4195,-1.1093,-0.6532
20084,-0.051,-0.0356,9.7734,0.4076,-0.732,0.1827,30.0337,-10.3743,39.6662,0.5222,-1.5684,0.02,-0.3682,-0.054,-1.5758
20099,-0.0416,-0.087,9.8539,0.0279,-0.0758,-0.5029,28.9698,-9.559,40.6621,-0.7478,-1.0235,0.5144,-0.7041,1.1639,-0.2914
20110,0.1044,-0.1005,9.9163,0.6668,-0.2545,0.4828,29.4081,-9.3328,38.5089,-0.1095,0.5947,1.7985,-0.1544,0.1346,-0.9631
20124,-0.0753,0.0206,9.8537,-0.6027,-0.0229,-0.2258,31.9189,-9.6808,40.711,0.6369,1.2155,-0.0932,0.1711,0.875,-1.3278
20139,-0.0437,-0.1905,9.7524,-1.1112,-0.7708,0.5058,29.3629,-10.6122,40.3143,2.6305,0.1702,-0.635,0.7191,0.0492,1.44
20149,-0.0295,-0.046,9.863,-1.2353,0.4892,1.1209,30.0526,-11.0007,39.6505,0.6026,-0.7396,-0.9369,-0.6164,1.2981,-0.0081
20159,0.0771,0.0581,9.8573,0.1565,-0.072,0.8881,30.9482,-9.6276,38.8868,-0.5956,0.2357,1.0626,-2.229,-0.7852,-0.0832
20169,0.0223,0.0341,9.8012,0.6809,-0.2482,0.3203,29.4466,-10.4071,39.2236,-0.8141,1.8896,0.0022,-0.6287,1.0344,0.3584
20180,0.0309,0.1328,9.7806,0.6772,-0.7608,0.2731,29.8877,-9.7798,40.4693,-1.0022,-1.5308,0.4026,-0.7155,-0.2823,0.4971
20190,-0.0954,-0.0998,9.8371,0.8823,0.4542,-0.1409,30.316,-10.7595,39.9958,-0.3216,-0.89,-0.3139,-2.0329,1.3945,1.782
20204,0.1838,0.0367,9.6953,-0.3183,-0.1739,-0.0163,29.689,-9.4022,37.7587,-2.2621,1.0648,0.6999,0.0134,-1.0972,-1.4227
20216,0.2996,0.2048,9.7312,0.8662,-0.5564,-0.2729,30.344,-9.2104,38.2755,0.3198,0.8299,1.9192,-0.5512,-0.3053,-0.2389
20227,0.1568,-0.0221,9.776,0.08,-0.3771,0.3596,30.2606,-9.602,40.8241,-0.1021,-0.4218,-0.1988,-0.6408,0.95,-0.2378
20238,-0.0785,0.2481,9.8252,0.1458,-0.5856,-0.2954,30.5111,-9.0862,40.9113,-0.178,-0.5843,2.3744,2.1847,0.1975,-0.8386
20254,-0.0016,-0.1753,9.888,0.0082,0.1546,-0.7669,28.9045,-11.1498,40.6506,0.4859,-1.4303,-1.1502,0.2058,0.2006,-0.9298
20265,0.0646,-0.0946,9.9223,-0.6303,0.6395,0.139,29.6512,-10.0115,39.0672,-0.1902,-1.5068,-0.7704,0.5396,-0.069,-0.0945
20276,0.132,0.0323,9.7803,-0.7008,-0.3905,-0.0573,29.8311,-9.3489,39.2123,-0.8513,-0.596,-0.8765,-0.6773,1.0164,1.2202
20286,0.0571,0.0048,9.8018,-0.2661,0.0519,0.8999,31.3007,-9.3405,38.941,1.7081,-2.8341,0.0079,-1.7617,-0.0926,0.5089
20297,0.1697,0.0456,9.7958,1.0691,0.2468,-0.2106,30.3765,-10.0429,40.1393,1.0961,-0.9472,-1.6284,-2.0078,-0.5907,0.4952
20308,-0.0205,0.1111,9.8369,0.3174,-0.7138,0.1527,27.3558,-8.3921,41.1367,0.705,-0.1014,-1.1729,1.3343,1.7011,-1.2702
20321,-0.0459,0.1759,9.7847,-0.3963,-0.237,0.1892,29.9904,-10.4722,40.4569,-2.0913,-0.776,-0.0598,-0.3231,-0.3628,0.7983
20333,-0.0889,0.0072,9.7604,0.0577,-0.886,0.2428,30.6516,-11.1918,40.1636,-1.1358,0.3746,-1.4736,-2.0691,-0.2448,2.126
20343,0.0478,-0.1878,9.8782,-0.2605,-0.3917,-0.4856,29.0992,-9.7366,39.7729,-0.3965,0.9837,-1.2445,2.3569,0.1769,-0.5633
20353,0.1224,-0.1008,9.817,-0.1077,-0.6366,-0.6364,31.3755,-8.6622,39.0337,-1.8639,0.9319,-0.4593,-1.031,0.9001,0.0428
20364,-0.0318,-0.1854,9.7862,-0.1186,0.3083,-0.7832,28.9424,-11.113,39.4981,-0.4375,-1.0694,0.5465,-1.1101,-0.6735,2.036
20374,-0.0032,-0.1602,9.7847,0.2812,0.6078,-0.1686,29.8356,-7.8387,42.231,0.5128,0.2768,-0.878,0.2831,-0.0486,-1.1504
20384,0.118,0.1671,9.7709,-0.4073,0.3882,-0.2233,30.1108,-10.8346,38.992,-0.1341,0.292,-0.2111,-0.0855,2.135,0.9771
20395,0.1112,0.0476,9.7911,-0.4029,0.2277,-0.3442,30.8383,-10.9533,39.5224,0.8166,-1.5399,1.7714,-0.3859,1.3959,-0.8952
20405,0.0542,0.0467,9.8547,-0.0174,-0.5102,-0.4807,30.1186,-11.6715,38.7544,1.1714,-0.1813,0.1969,2.1386,-0.2708,0.5612
20416,0.1222,-0.0798,9.8534,0.0126,0.7051,0.4547,29.9059,-10.7738,40.7207,-0.2302,1.5004,0.8495,0.0365,-1.1918,0.6498
20426,-0.1169,0.0374,9.7791,-0.0603,-0.2308,-0.7097,28.3771,-10.5201,40.2605,0.2036,-2.2777,-0.6467,1.1243,-1.9914,0.1855
20443,0.0046,-0.0509,9.7974,0.5931,-0.0396,0.2108,29.7668,-8.1626,40.4744,-0.5022,-0.8921,-0.5941,0.5954,0.8076,0.7514
20453,-0.024,-0.0514,9.8337,0.8061,0.9306,0.2854,30.3005,-11.7543,41.0841,0.0436,-0.3068,1.5569,1.0358,0.462,-0.004
20466,0.0323,0.1409,9.7605,-0.0671,0.2895,-1.6084,30.8794,-10.515,39.7297,0.4872,-1.1956,0.6882,1.3522,-0.2116,-0.492
20477,-0.1447,-0.038,9.7891,0.5508,-0.0268,-0.3618,29.4876,-9.1028,40.9611,0.3075,0.3646,0.3378,1.1951,0.6595,0.4625
20492,-0.0862,-0.0673,9.8196,-0.0181,-0.9188,-0.4187,30.7184,-10.1659,39.7016,2.5015,1.1465,0.6133,-0.2463,0.832,-2.2944
20505,0.112,-0.0643,9.8512,-0.5375,-0.7506,-0.8697,31.4851,-10.8701,40.1001,0.4613,-0.1798,-0.1173,-2.1883,-1.5092,1.6932
20517,0.0002,-0.1242,9.8591,0.9811,-0.1892,0.7058,31.1245,-9.3258,39.0851,1.0219,-1.5084,-0.2829,0.2437,-0.2211,-0.551
20527,0.0415,-0.1007,9.807,-0.0334,0.2318,0.0211,29.2097,-10.005,40.5293,2.572,0.3353,0.3352,-0.048,0.9853,0.0874
20537,-0.2023,-0.0197,9.7933,0.1694,-0.6543,-0.8207,27.8295,-9.8946,40.4044,-1.2401,0.4326,-0.877,-1.7101,-0.5055,-0.2144
20548,-0.0422,0.0343,9.7819,-0.3358,-0.1336,0.5709,29.0752,-8.8075,39.1549,-0.8304,1.6227,-0.2163,0.9458,-3.3026,-0.051
20561,0.0082,0.0251,9.8336,-0.5669,0.094,0.116,29.8793,-10.2401,42.0004,-1.0094,0.5777,0.3709,0.871,0.1948,-0.8731
20573,-0.1737,0.1611,9.7832,-0.596,-0.124,0.1156,31.2153,-8.7629,40.7033,-1.3755,0.3356,-0.2744,-1.0383,0.5653,-0.0859
20584,0.0402,-0.2024,9.7841,0.1485,0.2024,0.7254,29.4592,-9.9473,40.9801,-0.5077,0.6167,-1.0907,0.0219,0.4796,-1.125
20594,-0.0519,-0.0394,9.8657,-0.0861,-0.1519,0.1367,31.0228,-11.0342,39.2269,-1.3987,1.0917,0.4352,1.054,0.8843,-0.3192
20604,0.0984,0.1213,9.8654,0.1496,1.2318,-0.6808,31.1033,-9.4177,40.12,0.3417,-0.2844,0.7837,-0.7435,-0.3638,-1.2777
20615,-0.0954,-0.116,9.8179,0.8698,0.261,0.3863,29.5716,-9.811,41.0424,0.8528,0.2391,0.7847,-0.0836,-0.0003,0.7788
20626,-0.0314,-0.1591,9.8586,0.3639,-0.0129,-0.2085,28.3151,-9.7813,41.0135,0.0741,-0.7665,2.499,0.187,0.0591,-0.5759
20637,0.0329,0.0178,9.8694,0.0812,-0.172,-0.5415,30.6888,-10.5833,39.7812,1.5773,0.9504,0.1282,-0.1527,0.0272,0.8892
20647,-0.0644,-0.0428,9.8357,0.0253,0.8403,0.4876,31.2951,-8.2638,39.7993,-1.8763,-1.6805,-2.1656,0.8688,-2.2179,0.1808
20658,-0.0889,0.0409,9.7753,0.362,-0.5901,-0.6554,30.6669,-9.933,39.1131,-0.1656,-0.3936,-0.038,-0.5008,-0.2152,0.2461
20677,-0.1264,-0.0056,9.7815,-0.0335,-0.1332,-0.5106,31.9009,-9.6111,39.569,1.2423,0.3803,-1.4005,-1.1529,1.2371,1.2423
20688,-0.0971,0.0714,9.8076,-0.6776,0.037,0.5278,29.6066,-9.7345,40.7903,0.923,0.3185,-0.0608,-1.2551,1.1113,-1.2623
20698,-0.1087,-0.1817,9.8278,-0.0011,0.2406,-0.1294,29.6316,-12.662,39.7077,1.417,1.9987,0.428,-0.6959,-1.103,-0.6643
20711,0.1477,-0.0808,9.9037,-0.1256,0.7312,-0.0922,30.0728,-9.8641,41.3641,0.0999,0.2349,-0.2004,0.6372,0.2425,0.8733
20724,0.0167,-0.0439,9.8479,0.5192,0.3911,-0.8744,29.3103,-11.6044,40.8502,-1.3471,-1.2219,0.3902,0.4549,-1.1292,0.8611
20735,0.0278,0.1662,9.7976,0.6144,-0.6535,0.1444,31.1309,-8.5847,40.2,-0.2495,2.0562,-1.5892,0.4483,0.0484,-0.9048
20747,0.0724,-0.0494,9.8035,-0.2663,-0.0722,0.0174,30.4522,-9.8496,40.3138,0.4861,0.6709,-1.1426,1.7707,-0.5948,0.5078
20758,0.0155,-0.1086,9.7983,0.3774,-1.5113,-0.2977,31.0414,-9.8991,38.9159,0.2537,0.167,0.6628,-0.2542,-1.6145,0.0786
20768,0.1031,-0.2259,9.8526,0.9235,0.3499,-0.647,29.7863,-11.4897,40.9407,0.512,0.8795,0.7754,0.5621,-0.2751,-1.6767
20778,0.0733,0.0467,9.7509,-0.4737,-0.8911,-0.9006,28.2289,-10.1035,40.3686,0.8109,0.6723,0.9088,-0.1284,-1.458,1.6491
20794,0.0621,0.0432,9.8177,-0.4237,-0.2426,0.6118,30.4586,-12.1052,42.5732,-2.4899,-0.3387,-0.7326,-0.4111,0.8348,-0.8455
20805,-0.0466,-0.0224,9.8368,-0.3163,-0.2895,-0.2804,29.0379,-11.5202,40.1371,-0.0688,0.5454,0.3318,-0.3056,-0.1568,0.6195
20820,0.1337,0.1233,9.7025,-0.1381,-0.2505,0.383,29.9397,-10.916,38.868,2.5023,0.7226,-0.4098,-0.7529,1.089,-0.5653
20831,0.0038,-0.1574,9.844,0.1839,-0.3309,-0.95,30.5349,-8.1054,40.6379,0.8622,1.1027,-0.3483,-0.907,0.8955,0.4125
20843,0.1937,0.0391,9.7838,-0.2579,0.2083,0.3312,31.3122,-10.7391,39.9108,-0.9754,-0.6615,-1.4886,0.8307,0.496,-0.6783
20856,0.0134,-0.0829,9.823,-0.0438,-1.2896,0.4651,28.6213,-8.6027,41.259,2.1838,0.1825,0.9036,-0.6163,-0.7243,0.4019
20866,0.2233,-0.0282,9.7709,-0.3948,-0.0884,0.603,29.9217,-10.5673,38.3062,-2.6318,0.7419,-1.1474,3.0543,-2.0461,-1.5822
20876,0.1167,-0.0559,9.8146,0.3916,-0.0409,-0.1855,30.6925,-11.0745,41.2169,0.5318,1.0642,1.1449,0.6211,0.5322,-1.6248
20887,-0.0288,0.1958,9.8275,-0.3895,0.7094,-0.7609,30.3733,-10.3866,40.5961,1.2801,-1.7795,1.9373,1.6891,-0.6411,-2.4372
20897,-0.033,-0.0494,9.8772,0.3757,0.3108,-0.5069,30.6568,-10.7155,39.6819,1.8554,0.4557,-2.0743,1.7482,1.6502,-1.2139
20917,0.0877,0.0897,9.8247,0.3169,-0.7308,0.9236,30.3691,-9.8955,39.8371,0.1715,-0.8464,-0.2107,0.2306,-0.1466,1.365
20928,0.0451,-0.0834,9.8509,0.6204,0.8924,-0.0686,28.9075,-9.2082,41.4066,-1.1764,0.1118,-0.0864,-0.9661,-1.662,-0.3241
20941,-0.0327,0.0744,9.8505,0.0513,0.616,0.1056,31.4198,-9.9492,41.1548,1.0631,0.6119,-0.2054,-0.2124,0.1948,0.5093
20952,0.0257,0.139,9.8116,0.3073,-0.3317,-0.0685,28.3283,-11.7549,41.5505,0.1106,0.5879,-1.7884,0.798,0.2903,-0.3619
20964,-0.1157,-0.0967,9.7116,0.0109,0.2874,-0.882,29.7088,-10.36,41.3457,2.3856,0.6576,0.8006,0.8625,0.4065,0.354
20974,-0.1314,0.0979,9.7934,-0.3292,0.5177,-0.0276,30.0582,-8.7134,39.5686,-0.1275,-0.1007,-0.7759,-2.0611,-0.1249,-1.5928
20984,0.1409,0.006,9.8551,-0.183,0.1716,0.659,29.5205,-9.5717,39.6589,-0.8728,0.7223,1.6612,-0.5016,1.1204,-1.0832
20995,0.0813,-0.1039,9.8692,-0.4752,-0.547,0.2059,29.4145,-11.7455,40.4927,1.4606,-1.1096,0.4819,0.9856,0.7683,1.2955
21005,-0.0387,-0.0744,9.8139,1.1054,0.3651,0.4932,29.986,-12.4274,40.4322,-1.1186,-0.08,-0.3589,-0.0992,0.8617,-0.9507
21016,0.0063,0.0252,9.8129,0.1337,0.2258,-0.2806,31.5945,-9.5779,39.5616,-0.187,-0.7191,-0.1626,0.4355,-0.7775,0.3657
21026,0.0281,-0.2864,9.8398,0.2052,0.4219,0.583,29.4606,-8.3515,40.5436,-0.1553,-1.7606,0.1499,0.2666,-1.9768,0.4407
21040,-0.1506,-0.0441,9.8726,-0.0431,-0.243,0.3248,28.7286,-11.2802,39.2699,-0.9608,0.6797,1.3965,0.0833,0.569,0.1636
21053,-0.032,-0.0156,9.7705,-0.2756,0.5703,-0.3179,30.3491,-10.5655,41.1324,0.6355,0.1528,-0.627,-0.2045,1.4907,-0.2651
21069,-0.128,-0.1012,9.788,-0.4646,-0.2466,-0.1361,29.5396,-8.6096,37.6316,0.1121,-2.3535,-2.4703,-0.8466,-0.0601,-0.445
21080,0.0746,0.2078,9.8009,-0.0333,-0.511,0.1163,29.5284,-10.5292,40.3046,-1.0961,-0.4687,-0.1522,-0.1854,1.7167,-0.166
21091,0.0463,-0.003,9.8122,-0.1489,0.5346,-0.0605,30.4602,-9.5828,39.1404,0.1008,-0.7889,-0.0791,-0.1393,-1.7908,-0.0004
21104,0.0357,0.0885,9.7562,-0.404,-0.3959,0.388,30.4551,-10.2732,38.6582,-0.8486,0.6508,-0.3666,0.0064,-0.2996,0.2231
21115,-0.1563,0.0452,9.7483,0.2635,0.4439,0.1221,27.3547,-8.8477,40.7726,-0.9373,0.301,-1.5428,-1.3512,-0.56,0.0451
21125,-0.1503,0.0336,9.7645,0.3833,-0.2062,-0.3272,30.1521,-9.3997,39.6112,-0.2307,2.1724,0.6171,-0.0534,0.153,-1.1236
21135,-0.0516,0.0482,9.7134,0.0478,0.7637,-0.5815,30.7227,-10.6581,39.804,-1.2191,-1.5183,0.5739,-0.0006,-0.7511,-0.4104
21145,-0.082,0.1401,9.8368,-0.0835,1.1153,0.3029,29.75,-9.8502,37.6314,1.6569,-0.8566,-1.4961,0.7388,-0.9265,-0.3888
21157,-0.0518,0.2477,9.8389,-0.1146,-0.0869,-0.0721,28.8406,-10.5665,40.5283,0.0624,-0.3859,-0.0373,1.5635,0.9816,0.6699
21169,-0.1359,0.1681,9.7829,-0.6251,0.3708,0.3962,28.5986,-10.0444,40.4102,-0.1978,1.3396,-0.7925,-0.6009,-0.2337,0.0801
21179,-0.0441,0.0448,9.8005,0.0859,0.6501,0.015,30.5413,-9.1803,39.6091,-1.198,-0.7504,1.6365,1.8513,0.6179,-1.4563
21191,-0.1072,-0.0346,9.8799,0.0149,-0.0898,0.3371,28.4525,-9.8814,37.1882,-0.4436,0.8224,0.3912,-0.2504,1.1243,-0.2267
21205,-0.0629,0.006,9.7535,0.6501,-0.0654,-0.6871,29.3768,-9.3271,41.9592,0.8493,-0.768,-0.2321,0.072,1.4071,0.7747
