t_ms,ax,ay,az,gx,gy,gz,mx,my,mz,roll_gyro,pitch_gyro,yaw_gyro,roll_cf,pitch_cf,yaw_cf,roll_ekf,pitch_ekf,yaw_ekf,roll_madgwick,pitch_madgwick,yaw_madgwick,roll_mahony,pitch_mahony,yaw_mahony
4479,-0.035,0.0717,9.76,0.3235,0.1852,-0.2735,31.5376,-9.4444,41.4867,0.7415,-0.6105,-1.3574,1.9548,-1.1277,0.3618,0.1863,1.4819,-0.2627,-0.3835,-0.5337,-0.0909,-3.1606,-0.8705,1.2893
4489,0.0073,-0.0305,9.8301,-0.6087,-0.4134,-0.4392,28.8681,-10.0882,40.8248,-0.2951,-0.3223,0.9687,-0.4115,-1.2901,-1.4786,-0.498,-0.6197,-1.4728,-0.7884,1.1331,-2.7784,-0.5429,1.2311,0.4967
4501,0.032,0.1023,9.8391,0.1188,-0.5881,0.0653,29.8553,-10.1022,40.0693,-1.3426,0.7008,-0.4426,-0.6647,1.0794,-1.6618,0.4137,-0.1927,-0.2374,0.8865,-0.8113,-0.7749,0.4266,-0.5286,-0.7092
4515,0.0481,0.2302,9.7889,0.0382,-0.9182,0.0985,30.9705,-11.4665,38.7882,0.2381,1.0854,-0.4728,0.8007,-0.3212,0.4551,-1.8049,0.1473,0.5566,-1.5141,0.2963,-0.2994,0.6586,0.7449,-1.3687
4525,0.0264,-0.2139,9.8811,1.1279,-0.4082,-0.1971,28.8648,-8.8672,39.9223,-1.7748,-0.9311,0.7736,-2.2462,-0.6458,0.9778,0.0801,0.6874,1.383,-1.1833,-1.1198,-0.6187,-0.259,-1.0096,-0.1104
4536,0.0225,-0.018,9.7238,-0.2807,0.0502,0.5961,28.1219,-8.7651,40.3524,0.4978,-0.4613,0.3313,1.4781,0.1683,-0.873,-0.4784,-1.5865,-0.3592,0.933,0.571,-1.6408,-0.1616,0.111,-0.3052
4548,0.0847,-0.2034,9.7499,-0.7657,1.2068,-0.5954,30.3204,-9.5994,39.6173,0.0287,0.2964,0.9982,0.2712,-2.2843,0.09,-0.0817,-0.5746,0.515,-0.2339,0.2181,0.9118,-0.7791,1.4404,1.0273
4559,0.1851,-0.129,9.8045,-0.2797,-0.8928,-0.1148,29.8708,-10.1185,40.0251,-0.0384,-2.136,-0.2344,1.3665,-0.6846,-1.8627,-0.4594,0.9634,-1.2277,-0.607,1.437,0.451,-0.0643,0.1062,-0.4825
4570,0.0108,0.0409,9.788,0.8453,0.3005,-0.8122,28.7922,-9.3834,39.7825,0.8495,-0.0652,0.054,0.1305,-0.0758,-0.8784,-1.0125,-0.5801,-1.8659,-2.3359,-0.3904,0.0251,-0.3237,-0.1573,1.0861
4583,0.0853,-0.0389,9.8416,-0.0461,-0.2352,0.3605,30.5473,-11.8875,40.4331,-1.6641,-0.1747,0.212,-0.3173,0.8689,0.0467,-0.3057,1.3891,0.4279,0.0086,-1.2469,0.343,0.003,-0.0811,-0.5089
4600,-0.0981,-0.1486,9.8306,-0.5867,-0.1185,0.5357,29.714,-10.0072,39.3575,1.6359,3.2714,1.0753,-1.1888,0.1878,-1.6732,-0.8308,-0.5177,-0.9799,-0.085,0.6567,-0.5343,0.2487,0.5465,-0.7041
4611,-0.1054,-0.1124,9.7798,-0.1721,-0.7879,0.0099,30.3464,-10.5156,40.1256,-1.5039,2.102,0.1047,2.1318,0.0439,-1.0989,-0.4229,0.4488,0.1584,-1.4409,1.0744,-1.3344,1.0564,-1.7127,-2.0192
4621,0.018,-0.0126,9.8416,1.0879,0.5955,0.2059,30.5794,-10.5338,39.0913,0.3452,-1.5053,-0.2919,-0.684,-1.6307,0.5247,1.0412,0.1888,1.6662,0.9615,-1.1349,-0.5434,-0.3766,0.9077,1.0276
4637,0.138,0.0498,9.7162,-0.4107,0.6744,0.7363,29.0908,-10.9277,40.1364,1.083,-2.2208,1.5317,2.0645,-0.8269,0.4677,0.7547,-0.4146,-0.0026,-0.4924,-1.0007,0.9195,-1.7023,1.4046,0.7758
4650,0.0207,-0.0153,9.8279,0.1948,-0.2098,0.2376,30.0043,-8.0018,39.2927,-0.709,-1.2404,0.6825,0.977,-1.2694,0.1582,1.904,2.0125,1.0681,0.066,-0.7143,-0.0243,-0.3293,-0.0739,1.0446
4663,-0.0207,0.0194,9.7765,0.0725,0.1217,0.0374,29.6022,-9.3528,39.5367,0.3284,0.0006,0.2232,-1.0736,-0.2176,0.5661,-1.1675,0.0933,-0.4372,-0.8013,-0.8395,-0.5302,0.6137,-0.7108,-0.7218
4675,0.1775,-0.0881,9.7755,-0.0032,1.4625,0.0918,30.7341,-7.6558,40.8613,0.7882,0.4825,-1.6485,0.2082,-0.2495,1.3109,-0.7772,1.6112,-0.1336,0.2518,1.243,1.9122,-0.2428,-0.2534,-0.9015
4685,0.1029,0.0597,9.8063,0.0374,-0.5567,0.5816,31.0721,-10.7322,41.2959,1.9339,-0.8803,-0.5875,-0.8144,0.6663,0.8226,0.8189,0.3087,-2.8802,2.2766,1.129,-1.9471,2.2874,1.3511,0.1073
4696,0.0379,-0.0223,9.8364,-0.1139,-0.3215,-0.2764,29.7551,-10.8288,39.4495,0.68,-0.7291,0.4523,1.6839,-0.5729,-0.5807,1.6498,0.8339,-0.5305,0.7082,-0.6029,0.8955,0.1494,0.4057,-0.1793
4714,0.0433,-0.1796,9.8402,-0.467,-1.1601,0.1824,30.152,-10.9309,40.483,-0.5912,-0.5597,0.497,1.1447,0.215,0.2347,0.1806,-0.8373,-0.1601,1.966,1.7025,-1.6521,0.0683,-0.1273,0.4312
4729,0.1053,0.0718,9.8472,0.0836,-0.4392,-1.1897,31.6635,-9.5544,40.5215,-1.5464,-0.1769,0.2051,-1.2292,-1.0126,-0.3991,-0.3015,0.2157,-0.4012,-0.8961,-0.8616,0.6624,1.8272,0.8305,-1.5049
4739,0.0558,0.1527,9.8747,-0.7984,1.0717,-0.4242,31.1156,-7.5525,41.1245,1.2306,2.0003,0.757,-0.7375,-2.0929,0.5278,-1.836,2.0106,-0.7106,-0.5404,0.3009,0.1564,-0.8806,1.4612,-1.0553
4753,0.0193,-0.1406,9.7812,-0.8867,0.4685,1.3368,29.6385,-10.6345,40.2502,-1.2064,-0.9763,0.2777,-1.8815,-0.7956,-0.5754,0.4875,-0.6216,0.5183,0.1573,0.1971,0.0283,1.7947,0.6266,-0.0772
4765,-0.014,0.0714,9.8365,0.0758,0.3549,0.1504,32.6355,-9.8418,40.0774,1.13,1.3342,0.6703,-0.1157,-0.7066,-0.5733,0.8617,-0.48,-0.6312,0.4949,0.9378,-0.4695,-0.4571,-0.5641,0.0934
4776,-0.0227,-0.073,9.8466,0.4157,-0.5355,-0.4114,29.6354,-10.9096,39.0203,0.9758,-0.8809,0.5,-0.0625,-0.9067,-0.2504,-1.5226,1.4494,-0.2711,1.7074,0.8338,-1.5892,1.9678,-0.5001,1.0006
4786,0.1344,-0.0084,9.7991,-0.4522,1.1607,-0.01,30.5873,-10.4676,39.6638,-0.0031,-0.1935,2.2607,-0.8989,0.536,-0.588,0.4846,0.7235,-1.2993,-0.3605,0.0762,1.2194,-0.6044,0.4569,-0.2825
4806,0.1588,0.1398,9.8141,0.4448,0.0403,-0.0788,28.9546,-8.1355,40.0994,-1.0698,0.5811,-1.8924,-1.89,0.6218,-0.5642,-1.1478,-0.2463,-0.8092,-0.4138,0.6674,-0.6927,1.1729,1.3425,-1.1345
4816,-0.0935,-0.0523,9.7686,0.0177,-1.02,-0.3485,29.7158,-9.4225,39.7848,-0.3663,-0.4788,0.2371,0.0776,0.1512,0.589,-1.4216,1.6546,-0.5012,-0.8896,-1.1024,1.0816,-1.1558,0.7127,-0.4787
4827,0.0627,-0.0971,9.7903,-1.0162,0.4738,0.0486,29.5314,-11.0433,39.8714,-0.0896,0.4543,0.6576,-0.0377,-2.3568,2.3404,1.2671,0.4951,-0.399,-0.9871,0.9019,-0.6963,-1.3843,1.0342,-0.5272
4837,0.014,0.1935,9.8908,0.4929,0.2758,-0.3468,29.9971,-9.2551,39.3942,0.5209,0.9845,0.233,0.2561,-0.4359,-2.275,-0.7457,-0.2118,-1.362,0.3642,1.6377,-0.7976,0.4061,0.201,-0.3762
4856,0.0754,-0.0789,9.7614,-0.4726,-0.651,0.1455,29.5365,-10.1884,40.745,1.05,-1.6208,1.2912,-1.0747,0.8209,-2.3828,1.6719,-0.6144,-0.2572,-0.9448,-0.1553,-0.0888,-0.1695,1.1785,0.7004
4867,0.0326,0.1105,9.7503,1.0657,-0.3989,0.1128,30.3282,-8.4561,39.5961,0.1964,-0.3107,-0.0163,-0.4291,0.4551,0.6783,0.5854,0.8183,-0.5173,-0.6451,-1.0018,-1.0318,0.3293,-0.619,-0.9293
4878,0.0716,0.0943,9.8453,0.526,0.8038,-0.438,29.7159,-10.5482,40.076,-0.4238,-0.5171,0.9317,0.1343,0.3362,0.2223,-0.0198,-0.8574,1.1492,-0.0392,-0.0311,-1.2622,0.5945,0.4468,0.3131
4889,0.1266,-0.2732,9.859,0.124,-0.5902,-0.0196,28.2726,-8.8025,40.9109,0.7342,0.226,0.8839,0.738,0.8228,-1.0553,1.3524,-0.5737,-0.4332,-0.7133,1.0132,-0.5546,-0.8392,1.608,-1.1877
4899,0.0021,0.1019,9.7785,0.1035,0.3988,-0.2471,30.129,-10.039,38.3508,-1.4191,-0.1226,1.2672,0.6977,0.5631,-0.8579,0.516,0.6946,-0.9079,-1.1196,-0.6463,-1.6803,0.4858,0.8836,1.61
4910,-0.0685,-0.1154,9.8243,-0.3654,-0.235,0.3905,31.4859,-9.8805,38.6516,0.0166,0.6239,0.7075,0.7995,0.5459,0.5049,-0.9266,-0.7347,0.5992,-0.4265,-0.3725,1.0737,-0.4276,0.3183,-0.941
4920,-0.005,-0.1032,9.8404,0.477,-0.3724,-0.6972,28.5883,-8.7079,38.5885,0.3049,-1.5916,1.619,-1.2851,-0.0936,-0.6104,0.7258,0.4083,-0.06,0.0609,-0.0076,0.7876,0.3562,0.686,0.6958
4934,0.1483,-0.033,9.7738,-0.0321,-0.5382,0.2826,30.6503,-10.8689,41.276,0.7767,-1.6116,1.6071,0.0152,1.6193,-0.1863,2.2361,-0.8319,0.9965,1.7863,2.1699,1.4445,-2.4574,-0.9576,0.8086
4944,0.0231,0.0164,9.7194,-0.0532,-0.0654,0.173,30.2943,-10.1729,40.9633,0.5002,-0.7817,-1.2458,0.7812,-0.7092,-1.8682,0.6446,-0.9238,-0.826,-0.0713,-1.9028,-2.3751,1.2623,-1.2706,0.9712
4955,0.1157,-0.2512,9.7747,0.0474,0.0079,-0.1964,28.772,-10.5471,39.4281,-0.7989,0.1999,-0.9822,-2.4398,0.7362,-2.0349,0.7528,-2.2578,0.0621,-1.1819,-1.1286,1.7138,0.0355,-1.2342,-0.932
4968,-0.07,0.0652,9.7159,-0.7432,1.1553,0.3742,30.2137,-10.5047,40.9921,-0.1801,0.4503,0.8251,-0.0405,-1.083,1.0155,0.3896,-0.2629,1.0219,1.8487,-0.9744,0.7086,-0.46,-0.1039,0.5921
4984,-0.209,0.151,9.8339,-0.2721,0.4662,0.5007,29.8004,-9.2474,40.9136,-0.1588,0.6641,-1.1714,-0.9678,-0.5276,1.561,1.3414,1.6965,0.2879,-1.4481,-0.0686,-0.7922,-0.6697,2.7719,-1.3129
4996,0.0638,0.1009,9.7344,-0.4667,-0.3971,-0.2692,29.6458,-9.7312,41.5639,0.2834,-2.6401,-0.6949,-0.4519,0.7116,-0.5207,-0.4335,0.995,0.3745,1.7804,-0.5453,1.3469,-0.4757,-0.5639,-0.1109
5009,-0.0414,-0.0814,9.8029,-0.3756,0.1856,0.1045,29.1953,-10.0397,38.0885,0.638,-0.1774,0.6578,1.3663,-1.5432,-0.3255,0.5154,1.0857,-1.8101,-1.6027,0.6237,-1.4155,-0.1178,-0.472,-0.3504
5019,0.0986,0.0029,9.8766,-0.5319,0.7884,-0.1598,29.5375,-9.6083,38.7828,-1.0451,0.3256,-0.0595,-0.8121,-0.2146,-1.8372,0.7351,-0.5807,-0.0499,-1.5268,0.4507,-0.0807,-0.4642,0.7498,-0.1813
5029,0.1215,0.0461,9.8195,0.0003,-0.6351,0.0692,30.0871,-10.5708,39.3306,0.3957,-1.5272,-0.509,1.6519,1.6568,0.8027,0.5517,0.0911,0.6322,1.0011,-0.4549,-0.8897,-0.0729,0.8772,0.4367
5039,0.1172,0.0619,9.9517,0.3877,-0.7503,-0.6516,28.623,-9.8947,39.2381,0.4107,-0.132,-0.5083,-0.6989,-1.2798,-0.559,1.215,-0.6173,1.453,1.8441,1.1976,-0.1103,3.149,1.7105,-0.1626
5057,-0.0388,-0.0724,9.7968,0.1673,-0.0811,-0.4149,29.2295,-9.7985,38.6186,-0.283,0.188,-0.793,2.2612,-0.48,0.5841,-0.6271,0.3198,-0.3794,0.3372,0.2102,1.5822,-1.1592,0.125,-0.3649
5068,0.0962,-0.1568,9.7327,0.3152,0.0339,0.2128,30.0737,-10.4866,41.4291,0.3628,-0.0273,0.812,-0.1002,1.0815,1.1253,-0.801,0.4994,-0.2197,0.4118,0.2243,-1.0637,0.683,0.1406,0.1047
5078,0.0827,0.02,9.7949,0.1022,0.3541,0.2469,29.6737,-9.296,40.4583,-0.9159,0.118,-0.5506,-0.1711,-0.2719,0.0981,1.6901,0.8307,-0.5472,-2.1617,1.3335,-0.6196,-1.0819,1.0362,-0.0872
5089,0.0017,0.0725,9.8504,-0.0704,-0.5135,-0.3509,30.3792,-9.609,37.9229,-0.4309,-0.167,1.1134,0.6306,-0.2517,0.9881,0.7216,0.3874,-0.6575,-1.4246,0.1124,-0.8146,-0.7577,-0.912,1.211
5104,0.1422,-0.0968,9.8506,0.7045,0.4212,-0.6255,33.089,-10.0789,39.4158,0.85,0.7808,-0.5423,-0.5577,-2.1187,-0.0855,0.8956,1.0881,-0.9649,-1.4574,-0.2348,-0.8306,-0.7926,-0.9789,-0.1411
5115,0.1266,0.0375,9.819,0.39,-0.0196,0.7452,29.861,-9.179,39.9856,1.1059,-0.2252,-0.6348,0.5952,0.4053,-1.7542,-0.5243,0.174,0.3054,-0.637,-1.4779,1.0429,0.334,-0.1443,1.1403
5126,-0.088,0.1339,9.7905,0.1341,-0.0716,0.3915,28.8898,-10.2422,39.0495,-0.5363,2.7103,1.1711,0.8381,1.69,-0.2184,0.1323,0.5613,-1.5404,1.9343,-1.3035,-0.8981,0.387,-0.7078,-0.2126
5143,-0.1301,0.1159,9.8356,-0.0744,-0.03,0.2277,28.7566,-10.3288,40.7859,0.3769,-0.418,0.4875,0.2737,1.1251,-1.6691,0.8433,-1.1827,-0.1855,0.1514,0.4851,-0.1158,-1.395,-0.6517,-0.1842
5153,-0.1761,-0.3004,9.8152,0.2986,-0.2106,0.4857,32.1694,-10.943,40.9889,-0.8966,0.6846,-0.3422,0.8239,1.4001,-0.6996,-0.4674,-0.2887,-0.6234,-0.7857,-1.0394,0.2979,0.0285,0.6193,1.0068
5165,0.0245,0.1412,9.8283,0.3331,0.7968,-0.1506,29.3437,-9.702,37.6083,0.9647,-0.668,0.5583,0.1136,-0.4615,-0.8124,-0.9272,-1.4554,0.1964,-2.3776,2.2017,0.1675,-0.1931,0.0327,-1.1281
5183,-0.1007,0.1333,9.8573,0.3208,-0.5194,-0.4381,29.4678,-10.2095,41.3819,0.0009,0.6044,0.3225,-0.2612,-0.7355,-0.3758,0.4491,0.8249,-0.9561,-0.1128,-2.0245,-0.0019,-0.0069,-0.8305,-1.8834
5194,0.051,0.0194,9.7657,1.2085,-0.2906,0.2601,31.7089,-10.1389,38.1696,-1.559,-0.0195,-0.089,1.7896,-0.3578,-0.2848,-0.9168,-0.2415,0.131,-0.882,1.7605,1.1645,-1.6793,0.0344,-0.9534
5205,0.0613,-0.0113,9.7881,-0.2539,-0.0578,-0.2659,30.329,-10.8534,42.5558,-1.6587,0.0286,1.8742,-1.6464,0.6331,0.8874,0.6559,-0.7002,-1.1928,0.576,-0.8665,1.1689,0.007,0.4586,0.8122
5223,0.0791,0.1435,9.75,-0.0082,-0.0999,-0.5252,30.8105,-11.0861,40.6238,0.4227,-1.3563,-0.6473,0.8513,0.752,0.466,-0.767,-0.3492,-0.539,-0.1123,-2.4272,-1.4428,-0.506,-1.2629,-1.0547
5236,-0.0493,0.0419,9.8033,0.1656,-0.347,0.2782,29.8121,-9.9276,40.7495,-0.7722,1.7087,-0.0233,-1.8286,0.4164,0.5852,1.0622,0.6111,0.5711,-0.1457,-0.3193,-1.1791,-1.2293,1.1996,1.1624
5247,0.0755,-0.0568,9.717,-0.4787,-1.1487,-0.1344,30.6231,-12.68,41.0847,0.0637,-0.7603,-1.0733,-0.4064,0.5527,-2.4389,0.7861,0.7425,2.2038,1.5466,-0.4815,-0.2524,-1.1965,0.5941,-0.4465
5258,0.1665,-0.08,9.8492,-0.1367,-0.4726,0.2977,29.5113,-10.3409,39.032,-0.0524,-0.6729,0.6944,1.2591,1.1646,0.3225,-0.8171,1.7413,1.0129,1.987,-0.3566,-1.2926,-0.1102,0.496,-0.0321
5269,0.1185,0.1306,9.7946,0.3385,-0.4008,-0.274,29.6931,-7.2993,39.8438,0.3542,0.9531,-0.0388,1.6652,1.1194,-0.2772,0.2823,0.6622,-1.5793,-0.5602,-0.7976,1.3131,0.2768,-1.0974,-1.3696
5281,-0.0631,-0.0793,9.8995,-0.975,0.6886,0.6512,29.812,-9.5782,40.8129,0.0393,0.9595,-0.3499,-0.2031,0.3089,0.6024,-0.4449,0.4626,1.6815,1.2582,0.3761,-0.3566,0.5273,-0.7453,0.0603
5299,0.2386,-0.0068,9.7396,-0.0596,0.1193,0.3342,30.4712,-10.5715,40.6618,-1.1979,0.5712,0.9062,0.8937,-0.974,-0.0613,-0.2415,-0.8889,0.5465,-0.6937,1.5174,-2.1439,-0.6929,0.363,0.6024
5310,-0.242,0.1465,9.8061,-0.3438,-0.2556,-0.2075,30.9866,-11.0302,39.3301,-0.8065,-0.878,1.8311,0.7599,0.5773,-1.0876,-0.8858,-0.6517,0.0865,-1.2884,-0.3398,1.2477,-0.3335,1.9634,-1.1764
5322,-0.0413,-0.0059,9.798,-0.3564,-0.5332,-0.4999,29.8503,-10.3833,41.0135,-1.2981,-0.192,-0.0463,0.2189,0.5364,1.8181,1.1446,0.2705,-0.2133,-0.7909,-0.9928,0.618,-0.0635,-0.196,1.6077
5335,-0.1412,-0.0518,9.8402,0.6979,0.3722,-0.5516,30.3707,-10.1596,39.4269,-0.3923,-2.1044,0.2545,0.4271,0.132,0.9687,-1.6189,-1.9634,1.0617,-1.5359,1.0772,0.053,-0.5845,-0.9814,-1.408
5354,0.0312,-0.0314,9.6975,-0.2376,-0.6545,-0.3538,29.8962,-8.9954,38.6247,-0.4201,1.284,-0.2009,-1.3692,-2.1737,-0.4526,-1.7385,0.3977,-0.3206,1.2415,1.0028,1.0071,-0.3987,0.32,-1.3011
5365,0.0915,0.0299,9.8507,0.3526,-0.3142,0.1943,31.0199,-8.9831,41.98,0.2241,1.5962,-0.8788,0.5609,-0.0277,1.3058,0.6371,-0.4207,-1.2857,0.2689,-0.504,-0.9059,0.0011,0.774,-0.4387
5375,0.0575,-0.0093,9.8671,0.0137,1.1921,-0.5472,27.6499,-11.6969,38.645,1.955,0.6806,-2.498,1.5817,-0.286,-0.9965,1.9356,1.3102,-1.4644,0.3881,0.1957,0.8762,0.4999,0.3647,0.336
5396,0.0118,0.0324,9.8243,-0.3534,0.1803,0.2826,30.9144,-10.293,39.9996,-0.2319,0.1132,0.0887,-1.1342,0.108,0.15,1.5434,-1.6096,-0.3201,0.49,0.0848,0.1555,1.0748,-0.9059,-2.0208
5407,0.0059,-0.04,9.7716,0.2724,0.1477,0.1883,29.7369,-10.7665,39.736,-0.3677,0.8785,-0.1366,-0.1557,1.2678,-0.263,-0.3463,-0.162,0.2441,-0.2017,0.2498,-0.5604,0.1107,-0.1135,0.2854
5418,-0.068,-0.0045,9.7539,0.1124,-0.2578,-0.9071,30.307,-9.8406,41.6925,-0.6437,0.9121,-1.6518,2.7315,1.1719,-1.7062,0.8633,0.5495,0.1009,-0.4987,0.9194,-0.8297,-0.2969,-1.1933,-0.3098
5428,0.0095,-0.0718,9.7483,-0.3926,-0.3541,-0.6815,30.8161,-10.0967,40.3098,0.2719,0.1316,-0.4797,-1.0686,-0.7235,-0.2591,1.0379,-0.8641,0.5018,-0.8026,-1.037,0.2781,1.8392,-3.3436,-0.1586
5444,0.1182,0.1464,9.793,0.0395,0.4874,0.0763,29.7629,-11.3277,40.431,1.0653,-0.111,-0.3983,-1.1084,0.096,-1.5918,1.5676,0.7831,0.6743,-2.0168,0.2793,-0.5566,0.076,-0.843,-1.1999
5454,0.0976,-0.0133,9.7744,0.0966,0.2524,0.0338,31.0525,-8.0213,39.8713,-0.3952,0.3527,-1.1548,0.2643,0.7467,-1.0734,0.5002,0.3583,-0.2654,-1.0729,-0.771,-0.9917,0.7826,-1.8698,-0.8195
5467,-0.0994,0.1571,9.8327,0.2439,-0.6109,0.0165,28.0765,-10.2323,40.1965,-1.5291,-1.379,-0.4287,1.4518,1.053,-2.7539,1.3332,-1.3564,-1.5171,1.3639,-0.0749,0.001,-0.337,-1.6302,0.5096
5477,0.1958,0.2073,9.8232,0.9576,-0.8985,-0.3314,29.6761,-9.6922,40.5554,-0.0422,-1.4836,-0.0397,-0.4431,0.3088,-0.197,1.562,1.0302,1.3276,0.1089,-1.135,-1.228,0.207,-0.3145,0.661
5490,0.0607,0.0128,9.8801,-0.0139,0.5246,-0.1178,30.8299,-10.0249,38.6871,0.2689,-0.9515,-0.7364,-0.3775,1.5842,-1.1461,-0.1526,0.6703,-0.4144,-0.4757,-1.4201,0.1329,-1.5793,-0.3212,0.5827
5502,-0.0528,-0.0624,9.7852,-0.1794,0.5303,0.5325,31.1026,-9.9513,40.6759,1.7718,-0.612,1.2242,-0.562,0.7777,-0.1584,1.4696,-0.1914,0.9429,-0.7698,-0.4778,-0.6834,-1.6317,-0.7079,-0.3918
5513,0.1576,-0.108,9.7707,-0.3018,0.5297,0.317,30.3483,-11.5621,39.5461,0.8613,0.8714,0.668,0.7475,0.1646,-0.1824,-0.2119,0.1396,-0.8192,-0.2224,1.8813,0.6777,0.4519,-0.0787,0.8523
5524,0.1069,-0.139,9.7895,-0.6535,-0.6882,0.3757,29.9361,-7.9326,40.4804,1.9088,-1.8662,-0.48,-1.4478,0.7678,0.7335,2.1589,0.4761,1.2284,-0.2428,-0.1788,-0.2638,-0.4836,-1.3575,0.1615
5541,-0.2439,0.072,9.7719,0.9196,0.6107,0.1543,30.7187,-10.9476,40.6927,-0.9018,0.7339,0.8135,-1.2921,-0.3618,1.445,-0.2389,0.0053,0.0851,0.362,0.2255,-0.9398,0.3588,-0.175,-1.1573
5551,-0.0389,-0.0292,9.6573,-0.7994,0.0036,0.2127,29.5868,-9.4794,39.1766,0.3695,0.4538,-0.3237,-0.4464,1.2724,1.9861,-0.6678,-1.1313,0.5563,-0.8556,0.1597,-1.6659,1.2549,-0.405,0.3667
5562,-0.2155,-0.0283,9.7457,0.2096,-0.1791,-0.191,32.3363,-10.7272,42.5694,-0.0321,1.2419,1.58,-0.0366,0.635,0.097,-0.5358,1.0127,-2.5026,1.5152,-0.5397,-0.1337,1.1371,-0.0018,0.5501
5574,0.0635,-0.0557,9.7717,0.0578,-0.8249,-0.1861,31.1397,-10.1012,41.311,-0.5611,0.1857,-0.1413,-0.3836,-0.3044,-1.4637,0.6441,-0.2777,-2.1828,0.2408,-1.9178,0.0395,-1.9459,0.637,-0.4159
5586,-0.0166,0.0721,9.7639,0.0629,-0.0969,0.7932,31.2628,-8.9533,40.2925,0.0104,0.4761,1.5109,-0.674,-1.767,-0.1541,1.1441,0.7049,1.0383,2.1634,-0.5904,0.9447,1.1584,-0.6322,-1.4165
5599,-0.0378,0.1506,9.8782,-0.1596,0.6785,0.0364,28.4992,-10.4658,39.1185,1.3537,0.8529,-0.4747,-1.0128,-1.9657,0.4231,0.1534,-0.3737,-0.9286,1.6115,0.4605,0.5738,0.8295,-1.4563,0.4528
5617,-0.0918,0.0733,9.8149,0.0303,-0.0385,0.0253,29.6751,-9.5117,40.0312,0.5177,1.5924,-1.4255,1.854,-0.6927,0.3149,-2.1141,-1.7266,-1.6579,1.6011,0.0171,0.0997,1.6915,-1.2874,-0.966
5628,-0.0571,0.1231,9.8228,0.0876,-0.3978,-0.354,28.6847,-8.8594,40.4136,0.3,0.994,0.8349,-0.683,0.0121,1.7178,-1.7475,0.5509,0.3728,1.9874,0.5261,0.5886,0.0048,-1.1364,-1.798
5639,-0.0246,0.0168,9.7742,-0.5505,0.2428,-1.1645,29.498,-10.3291,38.8754,0.2838,-0.0496,0.7411,-0.4198,0.1647,1.7113,0.3389,-1.1358,-0.3922,0.1762,0.4875,-1.2058,-1.0377,0.904,1.359
5651,0.0018,-0.2182,9.8103,0.8854,-0.7052,0.3483,29.1175,-9.7079,39.1298,-0.2018,-0.3799,0.508,-0.4836,0.7536,-0.3683,1.5769,1.1534,0.3445,0.5058,-1.9014,1.1388,0.1987,-0.4162,0.047
5662,0.1418,-0.0059,9.8124,-0.503,-1.0118,0.1168,30.4375,-10.0669,39.6623,-1.5925,1.6139,1.3678,0.9104,-1.6367,0.3303,-0.7654,-1.365,-0.9758,-0.3926,1.627,-0.492,1.5198,-1.1665,1.1948
5674,-0.152,-0.0796,9.7248,-0.3277,-0.0892,0.0958,30.808,-11.5327,38.9816,-0.5799,0.0214,1.1932,-0.1231,0.0826,2.7266,0.5698,1.3778,1.7931,0.2493,0.4407,-2.8745,0.266,-1.0419,1.0107
5684,0.0527,0.0083,9.7516,0.2964,-0.4394,0.3236,29.4122,-10.149,39.7214,-0.4189,0.8579,-0.2332,1.2963,-0.5053,0.5009,0.1689,1.3574,0.757,-0.5031,-0.5652,0.6339,1.2959,-0.2474,0.9341
5695,0.0242,0.1039,9.8589,-0.0423,-0.4821,-0.1015,29.7909,-11.044,39.7935,-0.544,0.8307,-0.4618,0.9645,0.2323,-0.2705,-0.865,1.3884,-0.2809,0.8314,-1.8122,1.0606,0.1761,3.6597,0.762
5707,-0.0027,-0.0608,9.7916,-0.249,-0.4056,-0.1488,28.6754,-10.4468,40.5596,-1.493,0.3562,0.7894,-3.3393,1.2363,-0.1005,-0.2207,0.6697,-1.3862,0.0403,-1.414,0.3059,-1.5739,0.0799,-0.1804
5718,-0.0774,0.031,9.8791,-0.8492,-0.6525,-0.0954,29.6638,-8.959,40.1304,-0.5386,0.6387,-0.0278,1.1421,-0.9151,-1.865,-0.4747,-0.1957,-1.1953,-0.9439,-0.2026,0.5359,1.2779,-0.8884,-0.4825
5737,-0.1124,-0.0042,9.7774,-0.1651,-0.4043,-0.4557,30.0507,-11.0138,40.6127,-0.1624,-0.1176,-1.16,0.4824,-0.7077,1.0673,-0.6809,0.4361,1.1581,-1.5959,1.431,-2.0329,-0.2893,-0.091,-0.4397
5748,0.1831,0.0016,9.815,0.3306,-0.3381,-0.2194,29.8598,-11.7895,38.8574,-0.1703,-0.1105,0.2253,0.7343,-1.1495,0.3959,-0.3642,1.0905,-0.0326,0.402,-1.0735,1.3682,-0.3872,-0.9254,-1.0144
5758,0.0646,-0.0741,9.8228,0.6163,0.0681,-0.1726,30.9157,-9.6913,40.281,-0.8644,0.7363,0.5194,0.0137,-1.0327,1.5941,2.8145,-1.0423,0.4053,0.2581,-0.7334,-1.4935,-0.1382,-0.1221,-3.02
5770,0.0462,-0.1276,9.7696,-0.562,0.4346,-0.0547,29.2623,-8.8462,37.8399,-0.1839,-0.7693,-0.1768,-1.9055,-1.1025,0.2657,0.4544,0.8243,-0.491,-0.1317,0.616,-1.3829,-0.1457,-1.5688,-0.1995
